Roller Slide ID,"End Cap Winding Tube LE (Weight, g)",End Cap Winding Tube LE (Roundness Bearing Point),"End Cap Winding Tube LE (Length Measure, mm)","Axle Damper (Torque, Nm)","Winding Tube (Weight, g)",Winding Tube (Roundness),Winding Tube (Straightness),"Sheath Torsion Spring (Weight, g)","Sheath Torsion Spring (Length Measure, mm)","Torsion Spring (Weight, g)","Torsion Spring (Length Measure, mm)","Torsion Spring (Extension Dimension with Weight, mm)","End Cap Winding Tube RE (Weight, g)",End Cap Winding Tube RE (Roundness Bearing Point),"Bearing Spring (Weight, g)",Bearing Spring (Roundness Bearing Point),QC Status
13,51.20981135783017,0.7520120785884264,103.22742090570537,11.603027197013382,110.76007138598598,0.9341895152276671,0.9228875462483499,31.16693618805655,82.07856726745344,81.40749491778959,120.111727879689,11.948404916553642,48.86446996109537,0.7961608500419486,40.46732069668874,0.882912458661028,Pass
14,40.43359877671101,0.9690296273879275,110.8162736165273,12.64372662221736,100.21311648671943,0.8751318341542335,0.959685187688776,30.754420826821537,82.20391263637799,67.39127091233618,119.38070057202388,14.913304319121309,49.29121222986231,0.9233257761439978,34.85763599697589,0.7589447957208756,Pass
15,41.375410837434835,0.7240701236984927,98.461108825235,7.65046428325004,119.01190685753008,0.9856665357092784,0.9928182098113951,29.417192604064443,77.04258857399653,68.30110876522303,122.29205515002683,19.505035615891348,50.677817082073545,0.9913659735656484,43.52026385182937,0.775429045656239,Pass
16,47.188562353795135,0.8573534168710764,101.0957516383197,5.209449610309128,99.39339186185379,0.7127266894620675,0.9929139520015463,27.73262549952491,79.1475347062136,56.7699288017194,114.32498711720524,13.836090403551584,53.64259321757268,0.831410097009294,34.26477670428634,0.7520716432454319,Pass
17,44.93584439832788,0.8231190480968984,101.24691841855378,5.821716674764273,92.91593233089537,0.77959784126664,0.934190527810549,33.14612137924969,83.58428858563082,66.81643697835615,119.96677931534818,14.243720260536346,53.188029061156044,0.9583100199916721,41.32045516188377,0.9873505913345509,Pass
18,51.57123666297637,0.9947135850725819,107.88726639881737,14.678600348450304,84.86285607387173,0.8804661637899472,0.9527677466221696,34.966221339264884,82.68394156272161,62.72135428281181,119.7883624850046,17.14696089006622,51.29384902621961,0.8697589220678859,36.74395732283378,0.9563852389455506,Pass
19,45.45987962239394,0.7336116706504157,99.52352233806523,7.954447774774202,81.96860323744055,0.7889679736617792,0.9211635898569861,28.549315548460388,75.88142164555681,65.7464755823857,119.09272722481663,16.03792757286118,55.97765694043355,0.74717069952827,38.53729166987792,0.7691484512054563,Pass
20,42.93848149332354,0.8193566797137225,101.39510762885169,12.692231478381336,84.1586405699451,0.9143272492213727,0.9995631109498884,28.163499248535537,81.05443970105661,69.03882323947784,123.45245309127127,12.989261500983332,42.40515109593343,0.9071868226244024,42.01708299215353,0.7982698881766378,Pass
21,57.32824384460777,0.9908411299826106,103.0394825485827,11.246635688542638,102.67126651011483,0.9277015847565793,0.9981117907867936,31.47362299623599,74.06532425187557,76.70454130131034,118.22534108228845,14.108163955674279,52.52290907238695,0.854030349137746,42.085797596238116,0.7629678526914991,Pass
22,48.87111849756732,0.9596521377681941,100.9330456157818,8.819396396528958,105.08725023229934,0.7307547892199423,0.9649508929707448,28.92591186075904,80.14080470618111,71.45322345980438,121.54359235447133,12.176997988572325,53.13269181668471,0.895181956975631,45.34787629422384,0.8475627878382471,Pass
23,50.337641023439616,0.9451216212847839,97.76783192724736,7.056872621955551,84.18809297967867,0.8541563392620303,0.9804414059677473,29.5818083980103,85.69330105023793,72.15373657380779,120.71250557741217,19.660214591302086,43.802188569598805,0.9669062237714995,39.67098520131419,0.705883159742276,Pass
24,42.87625906893272,0.7773708481134819,100.97044996449154,6.213864181594064,108.95038314076115,0.8526671666773167,0.9715100161283701,32.218959455174016,77.15632184819304,62.33136427808106,122.52303850507103,11.306343815573598,42.485646956588056,0.8321303711968138,41.225803451853366,0.9014104026690387,Pass
25,47.27808637737409,0.7512662762170197,105.36815874929886,11.150129680388666,95.1693894831656,0.8107842310646622,0.9593158219039468,24.27193173747812,77.49703086352525,63.83472137278089,118.66562183044499,13.718367845664194,46.27028936762199,0.9703532869652067,38.249050710382704,0.8569474449452925,Pass
26,50.554612948549334,0.9005929659773293,94.8674235029447,12.74633780637788,101.4679301198555,0.9798774587709016,0.9053347996988897,33.95490697455801,82.29208934471858,82.59107512845918,118.53406220175248,10.258389722200112,46.69229278742354,0.9252007042844965,40.72795953049119,0.9695916784903309,Pass
27,44.24503211288849,0.9788127967382758,100.66484837073438,11.439042535411307,116.12220628255425,0.9482518959619664,0.9454764342552662,30.218041572988025,75.37159545437106,64.85359275665728,122.1921398149548,12.217794919335464,53.76709731751215,0.8465814777633954,41.757944192034046,0.7493178052985242,Pass
28,51.87849009172836,0.8670288679041789,96.49939592530413,10.303021332491582,108.96839315865532,0.909162814572891,0.9674786302167411,28.76552056631346,78.10173491034489,81.59345776440107,120.85064261666022,17.80471138380155,46.92730608154453,0.8809666406973891,39.6067606101825,0.9412327738183395,Pass
29,46.99680655040598,0.8714838068409699,105.97523314462421,5.419512234316363,97.31469352094167,0.9142979907204992,0.9677531613883685,29.732297537335654,81.78932341274526,68.29857160783394,116.91012530664648,12.011752322888794,45.71825740859398,0.7976743397557033,32.78499806363001,0.9375883043400147,Pass
30,48.54153125103362,0.7839937280980852,92.38406547608113,14.684887775943839,91.08807774584713,0.8385148431439358,0.9373122618422384,29.887288065061558,78.09714245693179,70.01601555300452,118.92138997107345,10.800634025289655,46.94183131652721,0.9950791899216322,41.32588358532358,0.738154356765066,Pass
31,46.991466938853016,0.930847879957581,97.20539076364206,12.987141916545745,78.48184598670696,0.9762983563289728,0.994169198665803,24.806396089665224,79.29209003836708,77.49255612160951,120.77276530769612,14.744531798445234,55.59316167077106,0.9002053489151187,41.45824590942183,0.8195677672432382,Pass
32,59.26139092254469,0.756113124567257,101.8860593753226,7.928220367009647,92.8084668075758,0.9083786281759856,0.9167357032236781,34.484814682359705,82.23255713094511,78.9032469535706,121.67552844309319,10.099692347345185,50.06521687188476,0.7131540557489889,37.279306094608195,0.751045792343355,Pass
33,49.93251387631033,0.797103770921273,107.8276201461717,14.799703293588507,97.88869761172306,0.9186943184967449,0.950035944621556,30.123976896811854,81.26463825060968,69.22431207804638,118.6415386936141,10.847661544263332,49.10374487321544,0.7979865717244026,34.86245185570994,0.7764161501372646,Pass
34,44.7114453552205,0.8276309315849251,99.67124869463507,11.018815896363222,90.12820472848816,0.9585072711362035,0.9690883976550823,31.329006391342126,80.8004551888862,67.28229862534923,114.17148802036611,18.07625869562975,49.449972506494746,0.8869943301277172,45.90351660201586,0.7789738524491633,Pass
35,54.11272456051594,0.8522831136053365,97.22400236653401,10.824226582072464,98.68743032907695,0.7822214768026573,0.9697135805891809,32.85464931172213,78.98263316218988,69.6085568603445,121.04644637147406,17.714733448596064,56.460301671632614,0.7168999833397719,41.965782043577605,0.8668709182077318,Pass
36,43.89578175014489,0.772722919724524,109.40578534720295,12.480731794295322,100.76851882958768,0.9421212711600109,0.9648638956768816,26.9365126273191,81.11018334580686,72.36570269762483,117.55935862011205,19.15138820404896,46.25414136698379,0.7071652573957428,39.08367587631316,0.8234232795281397,Pass
37,51.04431797502378,0.734451047421761,92.75993049791877,13.117697880901375,97.75144018191921,0.7585721808869476,0.927528821345186,31.420415697105685,79.62880195970072,76.23912580808829,115.96532240375518,18.545154359107496,56.57754145470052,0.8350072718583408,35.45186846741005,0.9843198412018916,Pass
38,40.201649380601125,0.8831860127324898,89.00597021689958,11.564786073315027,93.4999741917654,0.8036025856734663,0.9156206568686622,29.19707672730362,81.37341682977736,70.02960901295906,114.33534815003172,16.83175563239818,51.05248149460752,0.7998070539078009,36.71274068631462,0.7379110425841015,Pass
39,43.359069755507846,0.7865891659720767,102.20007225026666,6.280957463662,101.68654671966728,0.8006831362809528,0.9635940326826711,32.54031232564948,78.50920392464606,74.33220408616208,121.62796172039548,10.523328573006628,49.19790309012326,0.8314895824099497,45.210361587144924,0.9921076404550596,Pass
40,50.984306179345616,0.8743714664267837,97.48972887823695,8.382675059944983,104.41940649569409,0.9935576405167421,0.9599302116139438,23.618317738945514,79.45229307686138,81.4685181258966,120.25723490080993,17.828486179866573,62.50450248967141,0.7788079929640015,40.550647763472185,0.7691915920642791,Pass
41,53.69233289997705,0.7463088145822606,94.89383591434644,14.280836403260498,89.09600922557154,0.644948276210108,0.9179356010289241,29.702717099276192,77.03012662234396,72.66916728585349,117.94384910140467,18.455108108405604,44.721802551007016,0.7494153240828942,37.79765173199717,0.931862180914556,Fail - Tube Bending
42,50.85684140594985,0.8443420305564452,103.54178223649677,7.2461561184385195,114.10932379746271,0.9103509584770779,0.9705139145570564,28.191538032648115,79.89497716998129,72.18156999203345,122.77804872592553,17.990821457719544,48.23157120216497,0.9067430070941013,42.03875692489862,0.8016909778518464,Pass
43,49.4217585880588,0.8597768297654758,101.219003568856,8.721670238375133,99.01411867715738,0.918117028484617,0.9455171991733656,31.296788851902466,77.56699740911347,59.36762422436952,121.27464936604615,15.084790353080262,43.83784380418,0.8543713348803401,36.742407250214704,0.7429244186251941,Pass
44,48.494481522053555,0.715547061046728,97.17960684631636,9.32076882944196,100.18849622944848,0.8686218383207713,0.9667760591603153,31.410132562104607,76.65786064951402,51.58488904219656,123.23260008544383,12.329018386494816,54.76230985268084,0.76004626337481,46.003372121121515,0.957366755573872,Pass
45,42.60739004816286,0.8009812834581761,93.59847800664552,9.394049896944523,107.08214423256557,0.9841272001325557,0.9837367079770151,27.87712231553392,80.77598344356616,72.71863010461118,117.214529055666,18.45329975688727,58.44594466825839,0.7958768278779995,45.4112021395869,0.7926582697709389,Pass
46,46.40077895802646,0.7403244030816922,104.36228664140073,3.8918946106411476,102.33216131263502,0.8488776258647084,0.9169728428576923,27.86347840747187,80.63821932757298,69.3362303810339,119.93089875209208,17.271628097401383,58.3496139070232,0.8775423722989978,38.133703715188894,0.8976566212680527,Fail - Torque Issue
47,47.696806145201066,0.7190124911418303,103.2510058897933,14.430758377447075,109.53136633913245,0.8141553129609683,0.9019144867996837,29.668003894328013,82.34862120484571,66.39652127559681,116.76657325010397,19.807611743888515,56.11974376573002,0.7216688044817433,37.485319011876555,0.869933105525988,Pass
48,55.285611131094576,0.9969880697169835,99.50412068110309,7.40692711832505,102.87124165201824,0.7489106010794773,0.9779102586395787,27.310073318054375,78.70662329127471,71.70471142930441,119.54123533628906,11.55692597755933,49.01189766102017,0.7442359027798539,29.52746720523088,0.8415268928172623,Pass
49,51.718091447842305,0.7967061534924169,109.23318498023833,6.21501376300918,93.87562625359563,0.9358616956783175,0.9609697425152616,32.52595108635638,81.22415854051027,69.57717389562164,119.50276829246664,12.25664583052055,48.17379511255077,0.721973681232217,34.07367691379453,0.8487458417945617,Pass
50,41.18479922318633,0.9429623337563904,94.64957616836924,6.974704898599374,103.61503525206102,0.9203331796226775,0.9699639569622122,28.892378398657662,81.65239271682098,77.89446175443729,121.25322727452614,12.117981498815027,41.644151137529676,0.9436951998142357,34.642120900168976,0.9196713742276863,Pass
51,51.620419846973974,0.7763921964291292,92.37237414537631,13.869249002092696,88.56273792679337,0.8153065115572404,0.9838154974988642,21.279035342035076,81.33432142349479,70.60277607781285,120.09112776228379,17.925397676213368,60.17936767590896,0.9257227699636028,40.54076136394954,0.7263318742370322,Pass
52,48.07458859791842,0.9044508166671787,96.54045965059377,11.45810812655206,101.08559705776523,0.7075580241877688,0.9802810934824501,28.875533830134582,77.52303895159358,64.77153700450883,121.24681427655983,11.869072964501182,52.344890390742336,0.9259938795637771,38.695065182234565,0.9004541985873715,Pass
53,46.61538999847021,0.928068357966906,99.77206991822251,7.859067892391601,99.6677000935554,0.9516991983154033,0.9960920146928824,26.884368537468085,80.44809044681357,76.93116367271503,121.4068802662778,10.666598298233062,47.54021547565259,0.9148976030428084,34.618658050339036,0.9687436304195736,Pass
54,53.058381444204336,0.8786916221823533,101.21669724661346,13.159469389686173,97.9188314272746,0.703425395036222,0.9535935078852118,25.106172553617164,81.09242088816399,68.48008247537658,124.30985735476628,19.985608065856287,56.640284444934835,0.9008156271009607,38.87534383014177,0.7173364591059592,Pass
55,55.154997612479754,0.8414728565650476,98.79381971071835,13.61369996363436,98.71462488561069,0.9111099338887153,0.9488495632659906,26.287720085332282,80.02153540072382,73.68575678570615,119.36940668942775,10.248172114451492,45.1361774162,0.8430975746134525,42.0213485905894,0.7421960017701,Pass
56,54.65640059558099,0.8235522742441805,101.76027698257148,13.465143386902781,81.1815095450236,0.9910771329178172,0.940188719989073,30.32822541549891,73.74056702488674,66.65812505665039,118.11795459866724,18.352440601588654,52.03311017111337,0.8926834490521345,42.111357399662346,0.9149895810106095,Pass
57,45.80391238388681,0.8046604799628986,93.74230287904778,14.189265336395545,94.51275092259039,0.8312983984444611,0.9153691042844204,33.98592248474469,80.48146887192044,65.45121180151794,120.49216723063282,13.653668415506528,49.13685432854582,0.7115084664363923,32.401318876564474,0.8311844944733853,Pass
58,48.45393812074393,0.9788587432743477,107.2188230203663,7.522410201733615,100.92844901141115,0.7704920214987858,0.9572607232882022,30.93955342159494,86.63759311819173,70.58917761129987,118.39543994572091,18.416154597578153,53.1933856994015,0.8864393267970354,39.486946078064676,0.8210645862441065,Pass
59,51.65631715701782,0.9491858223363188,99.58924410803715,12.550419287462784,101.598563919974,0.9114613030130145,0.9277012524325979,28.18048983535278,78.91988219372905,70.0898005048058,122.96392153687307,15.546204912111449,49.68213230406939,0.9333633116610631,34.466636892113556,0.7410899903632707,Pass
60,54.877725635611796,0.9895080731999537,105.58647915794064,9.6053949727414,89.72324859074041,0.9451384426046755,0.9921307512212976,31.36771258551211,77.81576870643404,73.35878924756783,119.43356392210953,19.016312294863603,42.74536054444388,0.8501075081153171,43.6069147885611,0.8520310122153364,Pass
61,47.60412881077355,0.7372891670456634,101.71362673188852,13.419985528900614,112.65707840864701,0.8639290948233542,0.9583190804277097,28.622729069343023,81.1200456791342,68.1194797268318,118.86884726425203,19.261929864146268,50.37788186335019,0.807253998528171,43.136585665413996,0.7379635933589132,Pass
62,49.07170511668092,0.9192602425610933,102.28376609576893,12.284906771616132,91.33825151785499,0.9901105825768439,0.959284018050811,27.916198892510565,80.93713463139972,57.14548151360722,119.05736855769777,10.09098181280776,55.24432070937681,0.7832280204402937,36.407891094702165,0.8429861368931622,Pass
63,44.468325129969855,0.9815021370463113,102.84883640116102,12.764474464997246,109.69457200526736,0.7155006164973883,0.935492466087701,26.536911995301047,83.57820549624924,66.97058281488128,121.43683484694328,10.754121759927882,49.85391797073007,0.8928406150486248,36.9358191903984,0.9290845896884969,Pass
64,44.01896687959665,0.754369919849698,102.23854280008658,11.561618376810715,104.27194361871685,0.8514386794913584,0.9051989351977707,24.744513579744844,76.22639553227333,75.55672927000671,119.68450603353703,12.503587295708556,53.87557560794543,0.9078403595889726,38.15493179800677,0.777479307366149,Pass
65,54.06262911197099,0.7199488802100332,103.21361379933772,6.774287694697069,93.53772690156197,0.9155361841967651,0.9031743765372989,28.830228880321663,82.19414075772498,67.91836744529826,118.71666635973924,16.693154163635015,44.77235257162973,0.9612902799587628,30.98882642107464,0.8442358504539181,Pass
66,56.78120014285412,0.9223361947870177,106.64576265066216,10.450269188969383,117.75310892609512,0.9587921413447537,0.9423335144153198,30.474160469760395,81.77126618375439,68.27531618239816,123.33070383524706,18.88272196511506,49.86869603365074,0.8027002247382972,41.34387269376231,0.9976047908190506,Pass
67,49.63994939209833,0.8723419339539735,100.98260584850735,14.846697395245082,88.0636316824352,0.753776683572337,0.9084565378097238,29.71012898995533,79.57356038917837,76.90463554134156,118.2876603186765,14.599419512939628,46.877447724557115,0.9309316922156756,38.908621814639474,0.9059951270062112,Pass
68,55.01766448946012,0.9525486330274816,103.54501878794257,14.373880664971189,109.19154173610002,0.9400010445291044,0.9606846955540139,28.752099216157923,81.01606195376507,65.01618740918754,120.07113214806598,16.069731162742656,53.73490420052355,0.8684067472568013,43.88070033027144,0.9524070313915596,Pass
69,51.808180125238174,0.7419317129878868,99.55132152856386,5.431737357970117,110.00582318042979,0.8658121227155635,0.9880973005639657,27.162761817909658,83.08837244479507,59.20037747229971,121.30461230322047,11.884998527955611,50.15745781130998,0.9648509472034237,35.60636312814979,0.8244542819681637,Pass
70,46.774401226974376,0.9385801935579671,107.20058607724737,6.648148157294371,93.29379790923355,0.8189661045969889,0.9882914816518722,31.824738575054905,82.61694614008535,68.87558216332154,116.73732977916585,18.049668338816854,53.45036838168306,0.8583436324886862,37.523508207000276,0.9303582769377565,Pass
71,51.80697802754207,0.7604881960143233,96.61803848970365,6.317287734545619,113.92465300064329,0.739514508573728,0.9659045410132232,26.048604240160245,76.57094206377882,66.61078234125884,120.96052100281184,19.6732811135347,55.43855213078933,0.8552889485193902,33.97389896784354,0.7121527518823965,Pass
72,57.690182832329846,0.7490967828597113,109.00470216455408,12.259799099852955,97.49953485401048,0.9595887276726738,0.9211231831472931,32.32808374153043,82.46047456026645,63.23627576172722,117.8897846490391,12.685989329145976,53.458092875606944,0.8733631244322727,35.98283774602299,0.7368733547626735,Pass
73,49.82086980445024,0.7492797393792978,99.79921024677829,13.17785329856945,102.88693629279857,0.7471819624539145,0.9862996831358872,26.993348943219825,79.80593418490244,68.77235080870916,121.64556556166801,14.948259516005464,51.36559217146822,0.9247946065427304,35.272072015727126,0.7609211778760187,Pass
74,57.82321827907003,0.6802966301108566,92.84612448940976,7.135113663106719,102.6032183877122,0.7929363577627297,0.9886093435313208,27.742694287940896,80.21862229404654,73.44053953072749,118.07469797616204,10.861161105063738,45.00893870744297,0.9894071436485383,43.98389471538578,0.6427132531048391,Fail - Misalignment
75,36.901274479551276,0.89955916620886,100.64052207455394,10.05852692951829,98.65691258529452,0.787013659588731,0.9196653584952958,25.59964442815297,80.21959097300508,69.93498006902529,121.38553806369772,15.591366564629684,49.986069446665496,0.7220690062647297,37.20695260499443,0.953723463497729,Pass
76,54.10951252187612,0.8569196274307358,96.59474171262559,13.407030280112,108.10808273159782,0.9614242102572563,0.9737426085770677,28.49579355934309,79.54927103360522,72.14886750880366,122.21166613258943,15.027834418466806,47.334547989920836,0.7160303807173051,40.496702738978456,0.8038798152363791,Pass
77,50.435235341190854,0.8076491452370507,104.20321774494361,12.328015447662505,107.93488720552213,0.9018108982626694,0.9286519548927124,32.92593737543394,83.5751224913212,82.69385388960796,121.72287305126561,11.444364841550776,48.279680216478866,0.9812651012222016,38.47694638455278,0.8963863580546388,Pass
78,48.50496324767066,0.9631601622439325,96.73688010348805,10.422372054918483,82.51468026761819,0.9390044191574116,0.9802640312352929,31.54688426533187,79.74884612045237,67.59984796909706,120.5026332964762,14.42066213118075,48.12732924624875,0.8589626876554618,34.92213893594875,0.912794288441045,Pass
79,50.458803882677515,0.8177335322267906,97.7690828339261,10.903476904587729,113.04340242878152,0.7751403696377497,0.9997237899903603,32.935266336084105,76.6413616148505,71.94844044251269,119.5373981141406,13.341046520865632,45.10037212608878,0.8844709043700808,39.32679830731343,0.8758547062265024,Pass
80,40.06215542699554,0.9449798318414732,90.55229634527234,10.0836054691628,83.37508011964326,0.8874622298820997,0.9030026005329393,31.56642763780181,78.81941043209082,66.43550646180606,118.84716084733031,15.218308753051893,40.21330705433005,0.8447270804784186,42.396413327454376,0.8071725904510408,Pass
81,48.90164056081244,0.8317404725710655,97.73846840375461,7.9754845131882055,110.32546204341658,0.8715237949431246,0.9897365865790932,26.688990514408893,80.53608415043142,64.0754819607912,122.94206938163421,15.856543354287993,46.65928475836117,0.7280972357822423,35.16896242982659,0.8731160025140633,Pass
82,51.78556285755873,0.8130833288274723,87.88060336685521,10.650219928590161,111.26705136827583,0.9498491130364813,0.9622630533598658,29.007632327017326,83.68764435289116,65.9056464260756,118.60100955966472,10.084955786072095,50.966897259620794,0.9304268135256,43.23645116292551,0.8026796778369238,Pass
83,57.38947022370758,0.8388039357008819,92.08048588257138,11.888853020500907,89.09033569784802,0.9718261181443781,0.9973382619164821,27.65940261264761,81.8092840548465,66.64868999934818,117.92586785286001,17.610059829495555,43.259114772862546,0.9241673935265761,36.60111631408922,0.7251621215656036,Pass
84,47.40864890863176,0.7904133622492426,103.80207328072149,13.733229158608077,95.89185712045415,0.703647031443216,0.9465009517526428,33.99172471211712,77.44839416375886,72.51633058282988,121.33073787006566,17.13014291861741,50.078411182358124,0.7935109964478435,38.06806429570864,0.9978411934558042,Pass
85,45.95753198553406,0.9242828140528754,103.92900079325416,11.36291353979248,88.94295331514064,0.9022059757176377,0.9847387930571374,26.409634060721064,87.45556975003667,86.4435305069053,118.40772639362702,13.662863862065223,59.50134212155483,0.7918717735685201,42.12273249204019,0.7381547360897532,Pass
86,47.491214782077314,0.8508161170277437,102.12728780892482,12.61121537043158,97.85078969711265,0.7155507397359187,0.9062394068598277,32.681093068167336,80.79432593293394,64.98769594606912,118.09987300506775,10.529359355688182,55.115282776261196,0.9513524142716556,37.34625537112205,0.7217045151508171,Pass
87,54.57701058851037,0.7696638085440451,95.16511928435393,6.6007163495457295,96.91965715814258,0.8646575995232068,0.9335279050078296,32.67886161032631,83.82617221399704,67.08362286069176,117.11279147566047,17.549325397850502,58.21770754560265,0.721707177322398,40.15029943734346,0.9635592247621467,Pass
88,51.64375554829842,0.9698723719823705,99.7614432192901,9.615574744197898,107.7966053226934,0.7862898187131034,0.906701653775121,35.48886060514826,79.54485669926831,69.55813890822127,119.03418032107896,19.551751604781323,51.955639384663634,0.9643315445069698,38.74123668484763,0.7905503982678685,Pass
89,47.351198981164806,0.8151673664119634,99.98198730454716,5.093316198270933,113.10308746119608,0.7920329798566423,0.9975343133479071,28.77094022211151,81.60007773411635,72.77059194096823,119.83456995220702,12.401515960220141,55.83754911493223,0.7769985069687743,40.51747202681528,0.8950890922220522,Pass
90,52.56633716556678,0.8630658583341966,94.20817655403728,7.46678864521623,113.95683810789956,0.805887551035707,0.9816973907271836,32.13696647874049,82.51840551355521,71.84485568368349,120.4861834553214,13.235246137370378,46.38017634766106,0.8778954243266481,30.47704357790601,0.7987017188986698,Pass
91,50.4853877467402,0.971941633289364,107.51699150883576,12.264617151130048,94.37831973421697,0.886387734714883,0.9852547421245971,36.844955509616526,83.65458413526277,78.98867055763682,121.90261248859896,11.83812889481815,46.77829866489008,0.9807982537005333,32.68127273916767,0.8174362812383413,Pass
92,54.84322495266444,0.8872713987741976,104.38681145287836,14.918099513493635,97.90778126255472,0.8002149897006308,0.9937965231433894,28.14707496919891,83.17210491613467,53.01525550625354,121.05379584733159,15.769361233448397,36.30429896931264,0.9034367504609939,42.463868024187356,0.7786338916050389,Pass
93,46.48973453061324,0.7350694122125092,98.89517913085169,5.991780995872159,83.1656180777905,0.9198097151770841,0.9085103486119785,25.39487925740292,82.61659100021893,53.291490908630294,119.61825556089364,11.54841394647455,55.93072737021149,0.8243289437401109,44.1487256225962,0.802913201737903,Pass
94,48.36168926701116,0.9819496370840426,100.13442919497265,9.014943158612883,91.94129933503811,0.8213582156721608,0.9385597592513334,24.35996989827671,79.05473980641767,66.52885279592896,119.60360864724056,13.561939434613794,57.70161989909943,0.9068602626716246,36.35805318587391,0.823210120175963,Pass
95,48.03945923433921,0.8883124159214253,101.04191403973776,13.000709686991595,109.64851633097457,0.6726863566017806,0.9071034889044002,32.13813608658399,78.28476187413182,77.68110131280596,117.41572420690841,16.97013013934263,47.23411377326365,0.803193890894911,39.02388659131546,0.9161248207277028,Fail - Tube Bending
96,42.68242525933941,0.8004716843971258,89.79132565787855,7.040356346288989,116.15582823548232,0.9351279527452322,0.9210793101550029,24.35054937582425,80.9978225309726,59.040463778760824,122.54514032585713,15.601159830093483,48.73024146801382,0.7831775249047558,41.17887701160921,0.8534608582704375,Pass
